Timestamp,Duration
18.833333333333332,3.5
18.9,3.433333333333333
20.733333333333334,1.6
20.733333333333334,1.6
20.833333333333332,1.5
20.833333333333332,1.5
22.333333333333332,2.3333333333333335
20.733333333333334,4.0
22.333333333333332,2.4
22.333333333333332,2.4
22.333333333333332,2.4
22.366666666666667,2.3666666666666667
22.333333333333332,2.6666666666666665
25.0,1.7333333333333334
24.733333333333334,5.933333333333334
24.766666666666666,5.9
24.833333333333332,5.833333333333333
24.833333333333332,5.9
24.766666666666666,7.966666666666667
30.666666666666668,2.066666666666667
30.7,2.033333333333333
14.6,34.93333333333333
14.6,34.93333333333333
